datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,City,Temp_Range,Heat_Index,Severity_Score,Condition_Code,Month,Season,Day_of_Week,Is_Weekend,Health_Risk_Score
2024-09-10,1725944400.0,81.6,75.5,78.6,88.7,75.5,80.2,71.9,80.2,0.237,77.0,20.83,['rain'],0.0,0.0,17.7,10.7,55.3,1012.8,78.9,12.1,213.0,18.3,6.0,10.0,07:03:47,1725969827.0,19:32:18,1726014738.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,,fcst,Houston,6.099999999999990,81.42413251094390,2.9937,,9.0,Fall,Tuesday,FALSE,10.543360651094400
2024-09-11,1726030800.0,79.4,76.4,77.9,79.4,76.4,77.9,75.0,90.8,0.347,78.0,20.83,['rain'],0.0,0.0,20.1,11.9,54.6,1008.5,84.1,8.5,15.7,1.4,0.0,10.0,07:04:18,1726056258.0,19:31:04,1726101064.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,fcst,Houston,3.0,80.26087898076410,2.0447,,9.0,Fall,Wednesday,FALSE,9.882675498076410
2024-09-12,1726117200.0,83.6,75.8,79.5,92.1,75.8,82.5,74.3,84.4,0.177,75.0,25.0,['rain'],0.0,0.0,16.6,10.7,19.7,1005.4,64.5,13.1,175.0,15.1,5.0,10.0,07:04:50,1726142690.0,19:29:50,1726187390.0,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,fcst,Houston,7.800000000000000,83.66288129909990,2.6777,,9.0,Fall,Thursday,FALSE,10.626266929910000
2024-09-13,1726203600.0,87.5,76.2,81.2,98.5,76.2,86.1,74.9,81.8,0.118,49.0,20.83,['rain'],0.0,0.0,11.6,7.6,32.0,1010.0,43.7,15.0,259.6,22.4,8.0,10.0,07:05:22,1726229122.0,19:28:36,1726273716.0,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,,fcst,Houston,11.300000000000000,87.26345320009600,2.7718,,9.0,Fall,Friday,FALSE,10.993677720009600
2024-09-14,1726290000.0,88.6,77.4,82.3,100.8,77.4,88.2,75.7,80.7,0.072,51.0,20.83,['rain'],0.0,0.0,10.5,6.5,105.8,1011.1,48.9,15.0,267.7,23.3,8.0,30.0,07:05:53,1726315553.0,19:27:22,1726360042.0,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,Houston,11.200000000000000,89.71978706398100,2.6572000000000000,,9.0,Fall,Saturday,TRUE,11.116339106398100
2024-09-15,1726376400.0,96.2,78.5,85.6,101.0,78.5,89.4,71.6,65.3,0.012,46.0,4.17,['rain'],0.0,0.0,13.0,10.7,178.2,1011.8,20.3,15.0,262.8,22.7,8.0,60.0,07:06:25,1726401985.0,19:26:07,1726446367.0,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,Houston,17.700000000000000,92.24808014352380,2.9012,,9.0,Fall,Sunday,TRUE,11.119291614352400
2024-09-16,1726462800.0,94.2,78.3,84.9,97.1,78.3,88.1,69.6,61.7,0.024,41.9,8.33,['rain'],0.0,0.0,15.2,11.2,134.0,1012.4,34.7,15.0,270.1,23.4,8.0,30.0,07:06:57,1726488417.0,19:24:52,1726532692.0,0.45,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,,fcst,Houston,15.900000000000000,89.60541747178890,3.1224,,9.0,Fall,Monday,FALSE,10.887062547178900
2024-09-17,1726549200.0,90.2,77.8,83.1,93.5,77.8,85.9,70.5,67.2,0.059,38.7,4.17,['rain'],0.0,0.0,14.5,9.8,116.5,1012.5,44.6,15.0,243.0,21.1,7.0,30.0,07:07:29,1726574849.0,19:23:38,1726619018.0,0.5,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,,fcst,Houston,12.400000000000000,87.83752388788410,2.8559,,9.0,Fall,Tuesday,FALSE,10.70291718878840
2024-09-18,1726635600.0,89.0,77.3,82.0,95.2,77.3,85.2,72.8,74.4,0.161,32.3,4.17,['rain'],0.0,0.0,16.6,10.7,109.4,1013.1,17.5,15.0,237.4,20.6,7.0,30.0,07:08:01,1726661281.0,19:22:23,1726705343.0,0.52,Clear,Clear conditions throughout the day with storms possible.,clear-day,,fcst,Houston,11.700000000000000,87.42956928560030,3.0761000000000000,0.0,9.0,Fall,Wednesday,FALSE,11.031575328560000
2024-09-19,1726722000.0,88.1,76.0,81.7,94.4,76.0,84.8,72.8,75.5,0.012,32.3,4.17,['rain'],0.0,0.0,15.9,7.4,117.7,1012.8,40.4,14.1,191.5,16.6,7.0,60.0,07:08:33,1726747713.0,19:21:09,1726791669.0,0.55,Partially cloudy,Becoming cloudy in the afternoon with storms possible.,partly-cloudy-day,,fcst,Houston,12.100000000000000,87.04292970632490,2.9912,,9.0,Fall,Thursday,FALSE,10.962648970632500
2024-09-20,1726808400.0,92.4,76.9,83.4,96.8,76.9,86.7,71.8,70.1,0.276,32.3,8.33,['rain'],0.0,0.0,13.9,9.6,115.3,1012.6,27.2,15.0,245.3,21.3,8.0,60.0,07:09:05,1726834145.0,19:19:54,1726877994.0,0.59,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,,fcst,Houston,15.5,89.23398241717590,3.0176000000000000,,9.0,Fall,Friday,FALSE,11.038735841717600
2024-09-21,1726894800.0,93.6,77.6,84.9,95.7,77.6,87.3,69.1,61.3,0.0,41.9,0.0,,0.0,0.0,11.4,9.4,110.0,1014.0,9.8,15.0,265.3,23.0,8.0,30.0,07:09:37,1726920577.0,19:18:39,1726964319.0,0.62,Clear,Clear conditions throughout the day with storms possible.,clear-day,,fcst,Houston,16.0,89.47849984590900,2.74,0.0,9.0,Fall,Saturday,TRUE,10.627469984590900
2024-09-14,1726302021.750400,98.3586201530901,78.60960498168660,89.12923960266670,95.60472948122960,77.5804566206312,85.96669556289850,48.256331381484200,24.02611254623660,-0.009168892352004360,5.247907958041610,3.7952404181848200,['rain'],0.0,0.0,12.006100108736900,5.309208855801970,237.9429426873430,1008.8385846448800,8.75808422052128,14.762600996600100,255.45378175918400,22.12712835754720,9.235031803265570,9.890627635727320,06:11:29,1726358524.387800,18:35:19,1726377474.282390,0.41588777699664100,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,21.83838135449070,85.81166925527240,3.0859206752874000,0.0,9.0,Fall,Saturday,TRUE,9.40801657346332
2024-09-07,1725698481.8679000,74.45705893273820,63.15733589222030,69.32516730109660,74.97142907935250,62.9844764701393,69.9744934244157,62.41759128671620,79.9566397442253,0.3910613123024130,103.53912101067100,25.315714840812100,['rain'],0.0,0.0,22.60561189297780,13.678500883101800,233.0753768242260,1011.5070977783800,78.08162293748310,9.788955654728410,135.2809754573000,11.306794316218500,4.884471007693990,10.541696255973700,06:29:24,1725724475.2820800,19:17:40,1725691900.8773700,0.1408567518831120,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['KLGA', 'KJRB', 'F1417', 'KNYC']",comb,New York City,11.270657020974300,71.6805941350504,3.299826003508350,,9.0,Fall,Saturday,TRUE,9.612671755307520
2024-09-21,1726944414.643310,96.27968066447420,81.39897653295530,88.66333472742380,95.49263961257580,84.22229903955390,91.30014264728150,60.991149682917000,41.47970298415690,-0.009784095671326280,19.298232910723300,-0.47510739951258600,,0.0,0.0,22.645079450637600,11.834727573217600,161.81902488730100,1013.5484272484600,35.733808183515000,15.01466123285170,191.55343709374200,16.479376237686700,6.930923264275200,30.424737987960600,07:15:05,1726874194.9669600,19:24:32,1726949828.876250,0.6111009482869020,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,fcst,Dallas,13.071051499126300,90.56878694219830,3.61513604364984,,9.0,Fall,Saturday,TRUE,10.457112010833000
2024-09-13,1726195986.3874700,69.22674293983530,65.73734631337260,69.00295791086420,69.65946238146970,63.29088272219290,66.41521588420920,63.117590107697300,85.92138558143720,-0.009940500186530970,2.4773979671648200,0.2353272218295330,,0.0,,14.468368076394600,9.234483327456510,231.05556145591500,1008.8440749107800,41.66985587795900,15.09204600538280,273.50118125329100,23.438154203998600,9.112310892532510,10.847153073555200,06:31:28,1726215670.6798000,18:56:44,1726228897.1309400,0.36176252544097500,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Diego,3.881085615828150,68.11650466541050,3.3064881061198100,,9.0,Fall,Friday,FALSE,9.494497681674010
2024-09-09,1725878256.6908900,106.76459807371700,83.44051851701050,95.32018369688300,99.42736766074950,80.26857332077330,90.2150847821723,42.27854262699210,15.852613421448100,0.0038564873109003300,-1.0468936103586000,0.17220944704155000,,0.0,0.0,18.361553904467500,10.077660617101800,97.37564087988960,1009.1731958764100,5.612001407505550,10.30792450079270,327.3471108307240,29.031600318500100,8.945326692405010,10.42867516467300,06:08:10,1725911558.008880,18:42:10,1725951477.5457600,0.22752933224202500,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,21.65756002578370,90.21545693942820,3.647220182932000,0.0,9.0,Fall,Monday,FALSE,9.61923403181037
2024-09-18,1726621128.876110,94.95609501475330,78.30170760318120,85.41003929211940,95.14433429694350,76.44624547149680,87.95470088446630,64.46320745889610,48.97254808186000,-0.010370455611647000,9.144242464311100,0.7632895951332290,,0.0,0.0,21.313555091434100,10.606292802198200,159.42827837931700,1012.8106914235400,19.625278756303500,14.791740666562700,260.25655613928900,21.44747804746470,7.668348189844990,31.312103659281000,07:13:08,1726580824.8099300,19:28:36,1726668630.3242500,0.534659960049127,Clear,Clear conditions throughout the day.,clear-day,,fcst,Dallas,16.104746265387900,86.64059962520340,3.652073097970230,0.0,9.0,Fall,Wednesday,FALSE,10.626716966898700
2024-09-10,1725906251.9952800,89.74413185476060,64.35509540841750,74.8081162008745,88.88640078914080,61.21383592617230,76.86720252933360,58.54805517880700,52.01726467012230,0.014298730442333600,3.501310191006920,4.501389280827390,['rain'],0.0,0.0,12.308317661517800,6.2245865915416400,74.84713915707690,1014.1532610004700,7.768402732645560,12.024893303757800,277.2920793633340,25.358585212937500,8.143655818670900,11.556815046397500,07:08:01,1725982207.578480,19:39:24,1726088433.7594400,0.26529366615314100,Clear,Clear conditions throughout the day.,clear-day,,fcst,Dallas,26.185817439600900,77.59939933387590,2.967383594457550,0.0,9.0,Fall,Tuesday,FALSE,9.231187307768310
2024-09-20,1726800817.8231800,95.2193902013334,81.69390168983710,86.4546789890124,89.68176991403600,80.92032739148660,83.84183262405070,34.28324610664160,15.988202181866300,0.012462941427400500,6.753586018615330,3.1722576601973800,['rain'],0.0,0.0,15.940194217682900,9.93666265459007,247.49799351196000,1007.6569110242500,94.7328385443308,15.140265246117800,177.10622469829200,15.37163867402600,6.055066368332540,10.272796010971400,06:15:30,1726848149.307380,18:27:01,1726921136.7378800,0.6014899389997680,Overcast,Cloudy skies throughout the day.,cloudy,,fcst,Phoenix,13.153350023948300,84.91784731191700,2.629976724791530,,9.0,Fall,Friday,FALSE,8.891865346998290
2024-09-17,1726507063.4051600,94.4220694958384,77.7543731759203,85.21674996306650,94.17573103084100,77.07616205413510,85.29649528379260,64.10567415019130,53.45724970414370,-0.0005060077229397600,9.639582191902,-0.37683285817619900,,0.0,0.0,13.043986948762600,11.866363857058100,136.21116904311100,1012.8698693342300,55.9964686948113,14.764103345134200,222.96810408541500,19.26797981893110,6.99652159196191,29.696294540228800,07:12:30,1726677359.2757900,19:29:57,1726616063.9659900,0.47196011204021200,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Dallas,16.16591981035950,87.43244391073540,2.5531551703000800,,9.0,Fall,Tuesday,FALSE,10.28472309565450
2024-09-12,1726133139.8933300,83.17015142029510,76.04298257312680,78.21087362468750,93.19184003076090,75.01150391046670,83.58628552121080,74.96141895618600,83.50780655966540,0.17203445216640300,74.15212660171750,24.608419499364200,['rain'],0.0,0.0,16.673474892589700,10.835104971920200,12.545834831951800,1005.3411420712700,64.30601649012310,12.711915595085400,173.92694228411300,13.975924653855100,5.018654107186770,9.837984411205470,07:04:50,1726158889.9817600,19:29:50,1726202860.8836600,0.3193924091526170,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,fcst,Houston,8.075202768255390,83.64917035500050,2.6590577750298700,,9.0,Fall,Thursday,FALSE,10.627850676896800
2024-09-07,1725656276.730050,88.62464534209140,70.44476049474180,77.09552183587140,91.48367323658780,68.41293719619580,79.4054171281342,65.5837625366501,66.23901153469130,0.00845492697748248,2.989262794299590,-0.4156595188338530,,0.0,0.0,32.936064661690600,18.496268841615700,31.01479931153670,1012.6807087681000,38.824756032503400,10.128037454646800,187.542078149756,16.52734172109,9.333659015411030,8.261646832470010,07:02:12,1725706466.2105200,19:35:58,1725773284.4172900,0.15977079728573400,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KHOU', 'KIAH', 'KMCJ', 'D0326']",comb,Houston,18.228387838447500,79.95871521915610,5.142877968262560,,9.0,Fall,Saturday,TRUE,11.40429061560340
2024-09-16,1726410471.0748500,98.98970575875060,79.86008398590250,88.51908443543240,99.90248690109330,81.56174610127090,90.04680568266630,64.17643660903580,48.53720535790500,0.004529715962894190,10.038914096367900,0.548962638536773,,0.0,0.0,22.400433969188300,17.401991552003300,144.84778914365200,1012.5419556817200,15.716070659610000,14.883154111875100,259.0025646093510,21.487029091957400,8.150954909005330,30.018633501778500,07:11:51,1726532320.4882400,19:31:19,1726497148.3913100,0.4600629860140350,Clear,Clear conditions throughout the day.,clear-day,,fcst,Dallas,17.891887752115800,90.27801162321120,3.7596755403979100,0.0,9.0,Fall,Monday,FALSE,10.845588289467600
2024-09-18,1726663419.2957200,86.84125798382440,67.90126414605700,78.16651609952740,84.23543268739900,68.90252878515360,77.49258362317570,48.7352304481903,39.85413186790790,0.021801095756964400,14.748086879182100,2.9186443957025300,['rain'],0.0,0.0,17.75323859747620,7.057422596068410,120.86765644128100,1017.1539285576400,7.777846630625190,14.86939539405120,208.78032640649000,17.83900088329800,6.871658406432650,9.443017826094530,06:34:22,1726646355.385010,18:53:53,1726749963.2068100,0.5095664411109390,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,18.582178057227100,78.83503721213650,3.1594680772875800,0.0,9.0,Fall,Wednesday,FALSE,9.029249695871890
2024-09-17,1726570983.3421400,78.50448107544910,60.69072868273620,69.18303968367940,79.39392345087900,60.89367866861710,66.87410908081800,52.42059337978440,61.78061094452330,-0.008868936632804430,41.454873472403400,0.8089909999463820,,0.0,0.0,19.567212955753100,8.95844354635857,77.00145301630830,1026.0079122262800,71.939970215434,15.024819336474100,199.04168836559500,16.865674902309400,7.018345490353,9.363572931474900,06:44:01,1726571425.052360,19:05:16,1726610735.0739300,0.48497090272322100,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Philadelphia,17.671432638351600,75.03918230740790,3.24628938079854,,9.0,Fall,Tuesday,FALSE,9.655242149664520
2024-09-07,1725680029.3860200,102.27447513353600,74.61597982408530,84.93509671834460,103.66251965502700,74.79105154825670,86.53864199242040,63.11616811579400,49.0519597653489,-0.002134994323315550,2.1635990154482100,0.5670987669161150,,0.0,0.0,6.565816489963680,5.659037152231930,240.83441576646200,1008.6685372484400,8.654917443621860,10.000855442004600,264.03776033523400,22.89755271468850,9.176788672758700,9.96580069976168,06:31:08,1725719197.696860,19:09:54,1725732659.8425300,0.14395866913702300,Clear,Clear conditions throughout the day.,clear-day,"['KHHR', 'KBUR', 'KSMO', 'SE428', 'KLAX', 'F1624', 'CQ070', 'KLGB']",comb,Los Angeles,29.252546646176900,86.17694374210590,2.5591403887235900,0.0,9.0,Fall,Saturday,TRUE,10.06717192634110
2024-09-07,1725711539.5665100,91.53376981357740,71.43653834213460,80.83771302084110,89.87593016417060,73.17898802945790,81.35305863308270,62.41938632413610,50.24104322601270,-0.0017923459507948100,-3.089328319110120,0.1054957341440290,,0.0,0.0,29.35430995489940,18.727427296565900,27.937018014340900,1013.5888446348200,9.045069529602390,10.206139455133100,275.2793238397010,24.376001942888800,9.173646620369050,8.105024459426310,07:14:53,1725733786.6864800,19:48:16,1725776761.2900100,0.15684130751993800,Clear,Clear conditions throughout the day.,clear-day,"['KSKF', 'KSSF', 'KSAT', 'F6098']",comb,San Antonio,17.779638465060600,83.01503838515960,4.743803348303090,0.0,9.0,Fall,Saturday,TRUE,10.57533023044290
2024-09-07,1725655006.3624000,62.869329599484200,49.60572096914190,57.55925152729660,64.30004205210040,48.83404058598080,58.62177641853370,40.56742975666290,56.11354860708350,0.0017173913381808600,3.5943082721370100,0.198320922206912,,0.0,0.0,26.699707803197300,18.3685808890854,344.72421167101500,1022.8396586091300,18.56231973422710,9.74180256536156,196.71872402095700,16.848756915911100,7.776033960064290,9.83850246276079,06:23:01,1725673580.2186800,19:12:59,1725712364.709970,0.16480245236236300,Clear,Clear conditions throughout the day.,clear-day,"['KORD', 'KMDW', 'F1983', 'KPWK']",comb,Chicago,12.656275855681800,84.92352390056810,4.175287346571070,0.0,9.0,Fall,Saturday,TRUE,10.940410297091000
2024-09-11,1726016854.2808800,85.74498458502610,74.63333617090940,81.41095031065560,92.29438554550130,74.25770459717960,83.09168868131680,69.6164292429614,73.40368337794250,0.06112439712158060,38.602906611386200,16.71260082551440,['rain'],0.0,0.0,18.749269824811500,11.220049972519400,22.570476893646200,1009.6552054041800,53.616263225591,15.467619239127600,190.77024326807900,17.228051247622000,4.925275523035620,10.184207063740400,07:16:57,1726088253.2321000,19:43:25,1726126345.2261600,0.25208495613947000,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,11.198936261960200,83.96140740620100,2.833523016778630,,9.0,Fall,Wednesday,FALSE,10.434274720629900
2024-09-08,1725794057.2146100,85.84047643896760,75.09234816596830,80.55409691988380,88.07096616088350,76.45982021088880,82.54535473869550,64.88844928416890,60.08781958411180,0.001130288726875040,5.722223529299560,0.09006398235307250,,0.0,0.0,17.566324684140900,10.69584461026480,313.59034648140500,1008.8481046712400,30.37001510916700,9.50767697913579,244.5473572086210,21.374498812883400,7.83096576764268,13.61368541332720,06:28:17,1725782394.5820800,19:03:26,1725860241.1987900,0.17427655760778000,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Diego,10.191431598222300,82.34555492009850,3.3037783911143200,,9.0,Fall,Sunday,TRUE,10.365742255780800
2024-09-11,1726076722.732600,71.81283439912950,65.32714530639080,70.06747208404190,71.43712871271590,64.64149623677300,69.01814514600750,62.35389143518080,83.20039166736950,0.010950997851344400,3.6596405524572000,0.6396851965892350,,0.0,,17.508400133554200,11.301904687193500,258.6904072564530,1006.954576950620,40.11142222447000,14.919846745533100,291.430777035744,24.31336869341260,9.095353044245530,11.222760365081300,06:30:11,1726138589.8447400,18:59:26,1726082043.527380,0.2926394340616420,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Diego,6.067005181890240,69.46707914064410,3.567105247571090,,9.0,Fall,Wednesday,FALSE,9.691988429045750
2024-09-21,1726876875.1103900,84.30467303541980,70.86203173054750,76.83978460230030,84.43620805301580,72.84365435310100,76.5170043188918,58.07355758678400,52.445634862034300,0.44192689479338800,14.045295410672500,4.042951684973140,['rain'],0.0,0.0,11.538716026046900,9.988264318609210,104.9144230023470,1017.7184257254300,34.735484676568400,14.820463819422200,223.2931104259300,18.24168732088110,6.864779860828940,10.399836999020500,06:43:05,1726858680.0699400,18:54:06,1726995036.2844700,0.6060112774561370,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,fcst,New York City,12.119170393565900,78.16968518069730,2.654416587464480,,9.0,Fall,Saturday,TRUE,9.413361296685700
2024-09-20,1726786079.2281100,95.53550336812870,74.16342030350860,83.80328491394220,97.39820629778440,75.19777450409210,85.44598572685590,67.61799671746760,64.90788386472720,0.015397568651315600,12.250928657972100,8.67095120094746,['rain'],0.0,0.0,20.968161473255800,14.409657238599200,115.30211193189600,1012.6416960148200,21.8624883579831,15.011480957018900,266.248757145729,22.509785766328300,8.231750761880250,31.165272795344000,07:21:37,1726806514.424270,19:32:21,1726905132.3743700,0.5791693863141670,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,22.461201481151500,87.44281549798580,3.6212730943264400,,9.0,Fall,Friday,FALSE,11.041535560280200
2024-09-15,1726413201.4028900,78.62665734234610,70.22555565669950,74.99366761022090,78.07942067870480,68.02443804322540,74.81749001641720,56.38130231933320,53.35685282372270,0.0065411713404219100,28.27902508708510,3.675189142451340,['rain'],0.0,0.0,11.340065662535900,8.555041810864580,53.321897298995700,1017.8198107431500,92.29259254049480,15.003880878292200,110.02839641564600,9.919112748208680,5.193088134177550,10.392014141648400,06:31:16,1726323826.956150,18:59:08,1726432704.5116400,0.41458288958030700,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Chicago,11.88912235966280,77.0470176359807,2.2334466246536100,,9.0,Fall,Sunday,TRUE,8.875760014861920
2024-09-12,1726147349.1686300,77.90463374898800,61.73325324548760,65.71222910356290,76.71477101366480,60.480372410344100,66.6595687664386,60.13162418806470,85.77550648586540,-0.006479044599441600,1.8173361240444900,0.3024444567871680,,0.0,0.0,15.897102954671400,8.24540365566433,174.44037930923900,1005.2871571529100,17.52842750966050,15.034390440957700,265.18094995727000,22.66220487776520,8.963208802621150,10.32577776690550,06:34:35,1726259184.892030,19:02:58,1726213148.700660,0.30826507311220800,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,15.93262873024480,68.63729959629860,3.3347899194079800,0.0,9.0,Fall,Thursday,FALSE,9.67908436766144
2024-09-09,1725859970.6811600,76.32438296770730,52.598092653055700,63.03275799857830,78.04320844504190,53.93990646167340,64.4792792603892,45.637849719304100,52.48954864347170,-0.0037388229601416700,2.2516879351823900,-0.15489606126199300,,0.0,0.0,17.435907496793700,10.48322200552280,270.53053229000700,1021.1334687514000,1.596790032495430,10.154020639546300,306.20552704795500,26.65158042595800,6.811458144580950,11.374180807948800,06:36:29,1725832209.733530,19:18:27,1725874059.0342500,0.20339052581349600,Clear,Clear conditions throughout the day.,clear-day,,fcst,Philadelphia,23.926880646166200,78.90354331549940,3.1275251059930600,0.0,9.0,Fall,Monday,FALSE,9.568843235404390
2024-09-19,1726762640.7320100,81.97936165124690,70.5235433684362,73.82303707236240,81.36166893994110,69.7011725785347,73.94828327764750,62.348966109007300,64.27293969966790,0.18679250755942500,27.303408649503800,4.413066102546380,['rain'],0.0,0.0,7.856402082777430,9.375642074690840,137.0812992474440,1019.178977838190,61.45998546037320,15.170050799010600,188.6949208676910,17.429972169049500,6.882387933106770,11.187623166829800,06:41:07,1726770950.4343700,18:57:29,1726805040.2104600,0.5727692912088600,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,New York City,12.235196983894400,75.97662675465280,2.3365288649919100,,9.0,Fall,Thursday,FALSE,9.117156888526680
2024-09-09,1725930928.2657000,87.4073760752767,63.83887572799400,75.91238994842880,85.68195837255790,63.95816258657930,75.96308890968110,51.665060215488100,43.831512961336200,-0.0018596864332476400,1.9535618875538000,-0.4910163884606640,,0.0,0.0,19.59704850640480,11.282679706953000,41.162847107608300,1017.2145168751600,14.913708357246400,10.132380044873600,340.2729197151530,29.446244407629800,9.06724005532007,11.752942079947200,07:15:56,1725911402.1691300,19:45:51,1725874557.7310300,0.19225645627102400,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Antonio,24.671423843495700,77.25333840802540,3.7596666022549700,0.0,9.0,Fall,Monday,FALSE,9.525390563195830
2024-09-17,1726562906.0094900,87.85649032403900,71.64744666229450,80.86347374162120,84.37537615494270,71.8536949181722,77.63646711759120,51.61710053403140,41.461195684710700,0.0019019263276342000,18.80378492612940,0.25514064999590500,,0.0,0.0,24.591288686682500,10.025897642332300,143.13881438757900,1017.8128993127100,10.889264848672000,15.286993787403800,200.3336106556630,17.47268544398810,7.1270331094953900,9.888011308985630,06:33:20,1726538846.931120,18:55:38,1726622142.2739300,0.49130625564876200,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,15.678825664428400,80.60758190482100,3.7168427710017300,0.0,9.0,Fall,Tuesday,FALSE,9.558063352162110
2024-09-19,1726707105.3913200,73.81142949707730,54.21108722052790,61.01370197480830,74.13193950409230,55.223229261888900,61.268012018596700,46.17530455208710,59.58279144499350,0.004218777170921020,-2.239217351693200,4.143437489313470,['rain'],0.0,0.0,6.152181538669250,8.835785769099120,162.35045324068400,1012.9342851338400,5.089154847846500,14.638168052154400,257.11018239112300,22.869749372594800,8.99426777730063,9.282568883938300,06:39:25,1726782135.0158400,18:53:09,1726822979.8588600,0.5568289086437610,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,18.356201523922100,79.62184419278170,2.445226745567380,0.0,9.0,Fall,Thursday,FALSE,9.377377266561260
2024-09-16,1726477827.5233400,74.19443638873600,63.576328612808900,68.52041748840870,77.66962477022280,62.48595197112280,66.74977500139490,51.0659519601988,56.77695943180390,0.09960071479905700,26.549344523368300,5.058728771168110,['rain'],0.0,0.0,16.216209494879300,11.239712742373600,85.55534023831490,1029.585925681930,16.86744469296820,14.548465985621600,216.87628008765200,19.28932418767660,7.617191375486560,8.954793107739130,06:43:04,1726443322.850060,19:06:55,1726540678.1113500,0.4680459133300780,Clear,Clear conditions throughout the day.,clear-day,,fcst,Philadelphia,13.89143159152900,77.37190403238580,3.365496833264730,0.0,9.0,Fall,Monday,FALSE,9.44837116060231
2024-09-17,1726525688.03956,83.12122900310630,62.547974501313200,69.09814188568630,78.86102243601680,60.01361591745270,67.30812333883400,47.50039454840360,47.75420112577810,-0.015894209826261200,1.2533563483301200,0.14706592926125100,,0.0,0.0,7.8318301357540600,10.071149270238600,275.004118482428,1008.8341476316200,15.419627988177100,14.926260044943600,244.70340046757100,20.90920835973530,8.101372427844120,9.11759935118464,06:51:45,1726550616.5228100,19:11:16,1726683600.8166600,0.5043303738303710,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,22.74619179439080,76.63520648442420,2.458429564284120,0.0,9.0,Fall,Tuesday,FALSE,8.890519202852500
2024-09-18,1726678527.231480,77.6331396411216,64.36412551042160,68.99491874329430,77.29820305815240,63.26702686072380,68.23293141370310,60.45804969163090,72.29116285918170,0.07273861266514770,30.723350958476300,4.450121897250830,['rain'],0.0,0.0,15.392253594228000,7.052899585710570,59.0681750259343,1022.6844517221600,83.67431203270340,15.067594740965200,68.86249639618460,6.038664961345960,2.69882246553579,10.612449779581900,06:44:57,1726597763.6821700,19:03:37,1726670929.2974300,0.5158624781249540,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Philadelphia,13.145722219887900,72.38492888806090,2.100509724626070,,9.0,Fall,Wednesday,FALSE,8.709325761488590
